ori,ncic_agency_name,agency_name_edit,agency_type_name,state_abbr,data_year,population,male_officer_ct,male_civilian_ct,male_total_ct,female_officer_ct,female_civilian_ct,female_total_ct,officer_ct,civilian_ct,total_pe_ct,pe_ct_per_1000
MD0172200,RIVERDALE PARK POLICE DEPARTMENT,RIVERDALE PARK POLICE DEPARTMENT,City,MD,2022,7156,22,2,24,2,4,6,24,6,30,4.19
WVWSP3600,STATE POLICE PHILIPPI,STATE POLICE PHILIPPI,State Police,WV,2022,0,5,0,5,0,1,1,5,1,6,
PA0031200,SOUTH BUFFALO TWP PD FREEPORT,SOUTH BUFFALO TWP PD FREEPORT,City,PA,2022,2681,3,0,3,0,0,0,3,0,3,1.12
UT0271000,WASHINGTON PD,WASHINGTON PD,City,UT,2022,33535,34,6,40,0,3,3,34,9,43,1.28
MA0021200,LANESBORO PD,LANESBORO PD,City,MA,2022,3021,6,0,6,0,0,0,6,0,6,1.99
CA0290000,NEVADA CO SO NEVADA CITY,NEVADA CO SO NEVADA CITY,County,CA,2022,70380,55,44,99,5,51,56,60,95,155,2.20
CA0190100,ALHAMBRA PD,ALHAMBRA PD,City,CA,2022,79703,67,5,72,10,36,46,77,41,118,1.48
MS0760200,LELAND PD,LELAND PD,City,MS,2022,3798,10,2,12,1,7,8,11,9,20,5.27
TN0740100,SPRINGFIELD PD,SPRINGFIELD PD,City,TN,2022,19330,30,0,30,5,3,8,35,3,38,1.97
AK0010300,JUNEAU PD,JUNEAU PD,City,AK,2022,31775,43,12,55,3,22,25,46,34,80,2.52
CA0210300,FAIRFAX PD,FAIRFAX PD,City,CA,2022,7477,9,3,12,1,3,4,10,6,16,2.14
NJ0022600,HAWORTH PD,HAWORTH PD,City,NJ,2022,3288,12,1,13,0,0,0,12,1,13,3.95
TN0430200,NEW JOHNSONVILLE PD,NEW JOHNSONVILLE PD,City,TN,2022,1851,5,0,5,0,1,1,5,1,6,3.24
AL0281300,VALLEY HEAD PD,VALLEY HEAD PD,City,AL,2022,585,2,0,2,0,0,0,2,0,2,3.42
CA0400000,SAN LUIS OBISPO CO SO SAN LUIS OBISPO,SAN LUIS OBISPO CO SO SAN LUIS OBISPO,County,CA,2022,124730,273,26,299,34,85,119,307,111,418,3.35
OR0020100,CORVALLIS,CORVALLIS,City,OR,2022,60031,63,7,70,9,30,39,72,37,109,1.82
MI4726900,BRIGHTON PD,BRIGHTON PD,City,MI,2022,7483,16,0,16,1,2,3,17,2,19,2.54
MS0520100,MACON PD,MACON PD,City,MS,2022,2488,4,0,4,1,1,2,5,1,6,2.41
GA0270000,CHATTOOGA CO SO SUMMERVILLE,CHATTOOGA CO SO SUMMERVILLE,County,GA,2022,20642,23,9,32,3,9,12,26,18,44,2.13
MS0160300,,,City,MS,2022,297,1,0,1,0,0,0,1,0,1,3.37
TX2430200,ELECTRA PD,ELECTRA PD,City,TX,2022,2286,8,1,9,0,4,4,8,5,13,5.69
KY0370100,FRANKFORT PD,FRANKFORT PD,City,KY,2022,28559,50,3,53,3,12,15,53,15,68,2.38
SC0420100,SPARTANBURG PUBLIC SAFETY,SPARTANBURG PUBLIC SAFETY,City,SC,2022,38271,92,3,95,33,17,50,125,20,145,3.79
GA1590300,WARWICK PD,WARWICK PD,City,GA,2022,496,2,0,2,1,2,3,3,2,5,10.08
LA0500100,BREAUX BRIDGE PD,BREAUX BRIDGE PD,City,LA,2022,7564,14,0,14,5,1,6,19,1,20,2.64
NC0740000,PITT CO SO GREENVILLE,PITT CO SO GREENVILLE,County,NC,2022,61239,105,140,245,9,60,69,114,200,314,5.13
IL0570500,LEROY PD,LEROY PD,City,IL,2022,3448,7,0,7,0,0,0,7,0,7,2.03
KY0840000,MERCER CO SO HARRODSBURG,MERCER CO SO HARRODSBURG,County,KY,2022,12867,8,1,9,0,2,2,8,3,11,0.85
CO0030100,ENGLEWOOD,ENGLEWOOD,City,CO,2022,33452,65,10,75,9,29,38,74,39,113,3.38
WI0720000,WOOD CO SO WISCONSIN RAPIDS,WOOD CO SO WISCONSIN RAPIDS,County,WI,2022,24617,43,14,57,3,15,18,46,29,75,3.05
OK0551400,NICOMA PARK,NICOMA PARK,City,OK,2022,2283,5,0,5,1,1,2,6,1,7,3.07
TX1014200,UNIV OF HOUSTON/DOWNTOWN COLLEGE PD HOUSTON,UNIV OF HOUSTON/DOWNTOWN COLLEGE PD HOUSTON,University or College,TX,2022,0,14,19,33,11,10,21,25,29,54,
IL0920300,DANVILLE PD,DANVILLE PD,City,IL,2022,28480,60,6,66,4,8,12,64,14,78,2.74
AL0280200,COLLINSVILLE PD,COLLINSVILLE PD,City,AL,2022,2029,3,1,4,1,3,4,4,4,8,3.94
MA0080200,BELCHERTOWN PD,BELCHERTOWN PD,City,MA,2022,15277,17,3,20,3,3,6,20,6,26,1.70
OK0490700,LANGLEY,LANGLEY,City,OK,2022,608,3,0,3,0,0,0,3,0,3,4.93
OK0121500,SAWYER,SAWYER,City,OK,2022,344,1,0,1,0,0,0,1,0,1,2.91
MN0210100,ALEXANDRIA PD,ALEXANDRIA PD,City,MN,2022,14564,23,0,23,2,3,5,25,3,28,1.92
FL0100100,GREEN COVE SPRINGS PD,GREEN COVE SPRINGS PD,City,FL,2022,9933,18,0,18,6,6,12,24,6,30,3.02
MA0142400,LEICESTER PD,LEICESTER PD,City,MA,2022,11084,15,0,15,0,1,1,15,1,16,1.44
MI7043200,GRAND HAVEN PD,GRAND HAVEN PD,City,MI,2022,10967,25,4,29,4,4,8,29,8,37,3.37
IL0380000,IROQUOIS CO SO WATSEKA,IROQUOIS CO SO WATSEKA,County,IL,2022,18737,16,10,26,1,3,4,17,13,30,1.60
TN0870000,UNION CO SO MAYNARDVILLE,UNION CO SO MAYNARDVILLE,County,TN,2022,15693,30,14,44,2,9,11,32,23,55,3.50
NC0620000,MONTGOMERY CO SO TROY,MONTGOMERY CO SO TROY,County,NC,2022,18418,24,5,29,3,14,17,27,19,46,2.50
WYWHP0000,SHP CHEYENNE,SHP CHEYENNE,State Police,WY,2022,0,155,65,220,4,68,72,159,133,292,
KS0870700,COLWICH PD,COLWICH PD,City,KS,2022,1457,4,0,4,0,0,0,4,0,4,2.75
TX0313200,TOWN OF RANCHO VIEJO POLICE DEPT,TOWN OF RANCHO VIEJO POLICE DEPT,City,TX,2022,2867,8,0,8,0,0,0,8,0,8,2.79
NJ0082400,WOOLWICH TOWNSHIP POLICE DEPT,WOOLWICH TOWNSHIP POLICE DEPT,City,NJ,2022,13625,30,0,30,1,2,3,31,2,33,2.42
VA0700000,PATRICK CO SO STUART,PATRICK CO SO STUART,County,VA,2022,17705,49,1,50,8,14,22,57,15,72,4.07
OH0831400,SPRINGBORO,SPRINGBORO,City,OH,2022,19431,29,0,29,1,4,5,30,4,34,1.75
MI6160300,MUSKEGON PD,MUSKEGON PD,City,MI,2022,37615,60,2,62,10,9,19,70,11,81,2.15
AR0630300,,,City,AR,2022,4061,7,0,7,0,0,0,7,0,7,1.72
ME0061500,,,Other State Agency,ME,2022,0,11,5,16,0,2,2,11,7,18,
NM0020000,CATRON CO SO RESERVE,CATRON CO SO RESERVE,County,NM,2022,3852,7,0,7,0,1,1,7,1,8,2.08
NJ0108900,HUNTERDON CNTY PROSECUTOR FLEMINGTON,HUNTERDON CNTY PROSECUTOR FLEMINGTON,Other,NJ,2022,0,18,5,23,7,22,29,25,27,52,
MS0220000,GRENADA CO SO GRENADA,GRENADA CO SO GRENADA,County,MS,2022,8808,6,0,6,3,1,4,9,1,10,1.14
WA0050200,FORKS PD,FORKS PD,City,WA,2022,3430,5,1,6,1,0,1,6,1,7,2.04
CA0250100,ALTURAS PD,ALTURAS PD,City,CA,2022,2692,5,0,5,0,1,1,5,1,6,2.23
NJ0060100,BRIDGETON PD,BRIDGETON PD,City,NJ,2022,26524,57,3,60,7,8,15,64,11,75,2.83
OK0260100,CHICKASHA,CHICKASHA,City,OK,2022,16031,16,4,20,3,6,9,19,10,29,1.81
MO0952900,FLORDELL HILLS,FLORDELL HILLS,City,MO,2022,711,6,0,6,0,0,0,6,0,6,8.44
TN0660500,OBION PD,OBION PD,City,TN,2022,964,2,0,2,0,0,0,2,0,2,2.07
NC0820100,CLINTON PD,CLINTON PD,City,NC,2022,8004,25,2,27,3,3,6,28,5,33,4.12
FL0520800,LARGO PD,LARGO PD,City,FL,2022,82167,127,7,134,28,21,49,155,28,183,2.23
TX0430900,PRINCETON PD,PRINCETON PD,City,TX,2022,22867,24,0,24,6,2,8,30,2,32,1.40
IL0162C00,WILMETTE PD,WILMETTE PD,City,IL,2022,27144,37,10,47,8,6,14,45,16,61,2.25
MT0450000,SANDERS CO SO THOMPSON FALLS,SANDERS CO SO THOMPSON FALLS,County,MT,2022,10228,10,5,15,3,5,8,13,10,23,2.25
IA0090000,BREMER CO SO WAVERLY,BREMER CO SO WAVERLY,County,IA,2022,12825,14,7,21,0,14,14,14,21,35,2.73
AR0090000,CHICOT CO SO LAKE VILLAGE,CHICOT CO SO LAKE VILLAGE,County,AR,2022,6267,6,0,6,0,1,1,6,1,7,1.12
LA0610100,PORT ALLEN PD,PORT ALLEN PD,City,LA,2022,4984,14,0,14,1,1,2,15,1,16,3.21
SC0220300,PAWLEY'S ISLAND POLICE DEPARTMENT,PAWLEY'S ISLAND POLICE DEPARTMENT,City,SC,2022,133,3,0,3,0,0,0,3,0,3,22.56
FL0190000,FRANKLIN COUNTY SHERIFF'S OFFICE EASTPOINT,FRANKLIN COUNTY SHERIFF'S OFFICE EASTPOINT,County,FL,2022,7646,37,1,38,1,23,24,38,24,62,8.11
TX2201600,HURST POLICE DEPT,HURST POLICE DEPT,City,TX,2022,39796,64,12,76,7,29,36,71,41,112,2.81
CA0570000,YOLO CO SO WOODLAND,YOLO CO SO WOODLAND,County,CA,2022,27966,76,86,162,11,78,89,87,164,251,8.98
KS0960100,WELLINGTON PD,WELLINGTON PD,City,KS,2022,7641,14,1,15,2,2,4,16,3,19,2.49
TX0911000,HOWE PD,HOWE PD,City,TX,2022,3659,6,0,6,0,1,1,6,1,7,1.91
NBDI00800,SANTEE TRIBAL POLICE DEPARTMENT,SANTEE TRIBAL POLICE DEPARTMENT,Tribal,NB,2022,0,4,0,4,1,0,1,5,0,5,
UT0020800,WILLARD PD,WILLARD PD,City,UT,2022,2251,2,0,2,0,0,0,2,0,2,0.89
NC0360600,GASTONIA PD,GASTONIA PD,City,NC,2022,81937,141,4,145,18,24,42,159,28,187,2.28
GA1210400,MEDICAL COLLEGE OF GEORGIA PUBLIC SAFETY,MEDICAL COLLEGE OF GEORGIA PUBLIC SAFETY,University or College,GA,2022,0,26,4,30,8,15,23,34,19,53,
MO0830500,RIVERSIDE,RIVERSIDE,City,MO,2022,4063,21,0,21,3,9,12,24,9,33,8.12
CO0360100,TRINIDAD,TRINIDAD,City,CO,2022,8350,18,3,21,6,8,14,24,11,35,4.19
MS0340500,,,University or College,MS,2022,0,4,0,4,1,0,1,5,0,5,
TX1790000,OCHILTREE CO SO PERRYTON,OCHILTREE CO SO PERRYTON,County,TX,2022,1522,8,9,17,0,8,8,8,17,25,16.43
ID0420300,KIMBERLY PD,KIMBERLY PD,City,ID,2022,5025,8,0,8,1,0,1,9,0,9,1.79
NJ0133400,NEPTUNE TOWNSHIP PD,NEPTUNE TOWNSHIP PD,City,NJ,2022,28491,68,1,69,6,9,15,74,10,84,2.95
UT0110400,COLL OF S UTAH PD,COLL OF S UTAH PD,University or College,UT,2022,0,6,0,6,0,1,1,6,1,7,
ND0400000,ROLETTE CO SO ROLLA,ROLETTE CO SO ROLLA,County,ND,2022,9784,8,8,16,1,5,6,9,13,22,2.25
WA0170200,BELLEVUE PD,BELLEVUE PD,City,WA,2022,147079,146,9,155,26,31,57,172,40,212,1.44
OH0186200,LINNDALE,LINNDALE,City,OH,2022,106,5,0,5,0,1,1,5,1,6,56.60
TN0740000,ROBERTSON CO SO SPRINGFIELD,ROBERTSON CO SO SPRINGFIELD,County,TN,2022,34466,61,34,95,5,36,41,66,70,136,3.95
OK0561100,MORRIS,MORRIS,City,OK,2022,1304,4,0,4,0,0,0,4,0,4,3.07
AL0590700,HELENA PD,HELENA PD,City,AL,2022,22035,27,1,28,1,5,6,28,6,34,1.54
WVWSP2300,STATE POLICE LOGAN,STATE POLICE LOGAN,State Police,WV,2022,0,16,0,16,0,2,2,16,2,18,
WI0530100,RICHLAND CENTER PD,RICHLAND CENTER PD,City,WI,2022,4997,8,0,8,3,2,5,11,2,13,2.60
NY0050100,AUBURN CITY PD AUBURN,AUBURN CITY PD AUBURN,City,NY,2022,26531,53,8,61,10,3,13,63,11,74,2.79
IA0180100,CHEROKEE PD,CHEROKEE PD,City,IA,2022,5040,6,0,6,1,1,2,7,1,8,1.59
NY0112000,HOMER VILLAGE PD HOMER,HOMER VILLAGE PD HOMER,City,NY,2022,3127,4,0,4,1,1,2,5,1,6,1.92
OK0402200,PANAMA,PANAMA,City,OK,2022,1293,3,0,3,0,0,0,3,0,3,2.32
OK0491900,GRND RVR DAM AUTH LK PTR,GRND RVR DAM AUTH LK PTR,Other State Agency,OK,2022,0,34,12,46,2,6,8,36,18,54,
SC0150200,EDISTO BEACH PD EDISTO BEACH,EDISTO BEACH PD EDISTO BEACH,City,SC,2022,1024,4,0,4,2,0,2,6,0,6,5.86
SC0180100,ST GEORGE PD,ST GEORGE PD,City,SC,2022,1774,9,0,9,1,1,2,10,1,11,6.20
WI0640000,VILAS CO SO EAGLE RIVER,VILAS CO SO EAGLE RIVER,County,WI,2022,22249,31,10,41,6,21,27,37,31,68,3.06
OK0750100,CORDELL,CORDELL,City,OK,2022,2770,3,0,3,0,0,0,3,0,3,1.08
PA0360300,EPHRATA PD,EPHRATA PD,City,PA,2022,34448,28,0,28,4,4,8,32,4,36,1.05
NB0180200,SUTTON PD,SUTTON PD,City,NB,2022,1430,3,0,3,0,0,0,3,0,3,2.10
TX0153000,HELOTES POLICE DEPT,HELOTES POLICE DEPT,City,TX,2022,9263,24,2,26,4,5,9,28,7,35,3.78
CO0430000,MONTROSE,MONTROSE,County,CO,2022,20733,38,27,65,10,15,25,48,42,90,4.34
ID0290000,LATAH CO SO MOSCOW,LATAH CO SO MOSCOW,County,ID,2022,14435,27,10,37,2,12,14,29,22,51,3.53
NJ0040700,BROOKLAWN PD,BROOKLAWN PD,City,NJ,2022,1802,7,0,7,1,0,1,8,0,8,4.44
MD0070000,CARROLL CO SO WESTMINSTER,CARROLL CO SO WESTMINSTER,County,MD,2022,2400,177,16,193,24,31,55,201,47,248,103.33
MA0134100,BUNKER HILL COMMUNITY COLLEGE POLICE DEPARTMENT,BUNKER HILL COMMUNITY COLLEGE POLICE DEPARTMENT,University or College,MA,2022,0,11,1,12,1,1,2,12,2,14,
CO0250300,KREMMLING,KREMMLING,City,CO,2022,1501,1,0,1,1,1,2,2,1,3,2.00
FL0351300,LADY LAKE PD,LADY LAKE PD,City,FL,2022,16445,21,0,21,4,5,9,25,5,30,1.82
OH0290300,XENIA,XENIA,City,OH,2022,25513,40,4,44,5,22,27,45,26,71,2.78
UT0290800,HARRISVILLE PD,HARRISVILLE PD,City,UT,2022,6948,9,0,9,1,1,2,10,1,11,1.58
IL0840900,ROCHESTER PD,ROCHESTER PD,City,IL,2022,3827,7,0,7,3,0,3,10,0,10,2.61
MA0081200,NORTHAMPTON PD,NORTHAMPTON PD,City,MA,2022,29150,49,0,49,12,7,19,61,7,68,2.33
MA0112800,WRENTHAM PD,WRENTHAM PD,City,MA,2022,12343,21,0,21,0,1,1,21,1,22,1.78
PA0232400,NORWOOD PD,NORWOOD PD,City,PA,2022,5863,6,0,6,0,1,1,6,1,7,1.19
NB0280700,BENNINGTON PD,BENNINGTON PD,City,NB,2022,1977,5,0,5,0,0,0,5,0,5,2.53
NJ0071700,ORANGE PD,ORANGE PD,City,NJ,2022,33615,110,12,122,24,14,38,134,26,160,4.76
VA0270000,DINWIDDIE CO SO DINWIDDIE,DINWIDDIE CO SO DINWIDDIE,County,VA,2022,28021,42,0,42,3,5,8,45,5,50,1.78
GA0770000,IRWIN CO SO OCILLA,IRWIN CO SO OCILLA,County,GA,2022,5912,12,0,12,1,10,11,13,10,23,3.89
OH0280000,GEAUGA,GEAUGA,County,OH,2022,53750,45,38,83,3,33,36,48,71,119,2.21
ID0230100,EMMETT PD,EMMETT PD,City,ID,2022,8007,10,0,10,4,1,5,14,1,15,1.87
MI2590400,UNIV OF MICH DEPT OF PUBLIC SAFETY FLINT,UNIV OF MICH DEPT OF PUBLIC SAFETY FLINT,University or College,MI,2022,0,15,5,20,1,9,10,16,14,30,
OK0391100,,,University or College,OK,2022,0,4,0,4,0,0,0,4,0,4,
WV0280500,BRAMWELL PD,BRAMWELL PD,City,WV,2022,272,2,0,2,0,0,0,2,0,2,7.35
GA1550500,DALTON COLLEGE SECURITY POLICE DALTON,DALTON COLLEGE SECURITY POLICE DALTON,University or College,GA,2022,0,6,0,6,3,3,6,9,3,12,
SC008NR00,DNR: BERKELEY COUNTY,DNR: BERKELEY COUNTY,Other State Agency,SC,2022,0,6,0,6,2,0,2,8,0,8,
SC0422800,GREENVILLE SPARTANBURG AIRPORT INT'L PD,GREENVILLE SPARTANBURG AIRPORT INT'L PD,Other,SC,2022,0,18,0,18,1,1,2,19,1,20,
PA0233700,UPPER DARBY PD,UPPER DARBY PD,City,PA,2022,84407,121,4,125,11,9,20,132,13,145,1.72
MI0537500,ELK RAPIDS PD,ELK RAPIDS PD,City,MI,2022,1582,5,0,5,0,0,0,5,0,5,3.16
TX0110300,SMITHVILLE PD,SMITHVILLE PD,City,TX,2022,4150,12,3,15,0,4,4,12,7,19,4.58
IL0492300,ZION PD,ZION PD,City,IL,2022,24348,46,1,47,4,2,6,50,3,53,2.18
CA0197600,WHITTIER PD,WHITTIER PD,City,CA,2022,83612,97,9,106,21,39,60,118,48,166,1.99
VA1260000,STAUNTON PD,STAUNTON PD,City,VA,2022,25611,41,3,44,5,12,17,46,15,61,2.38
MI6367100,PLEASANT RIDGE PD,PLEASANT RIDGE PD,City,MI,2022,2584,7,0,7,0,0,0,7,0,7,2.71
MN0410100,,,City,MN,2022,1109,2,0,2,0,0,0,2,0,2,1.80
IL0451300,SOUTH ELGIN PD,SOUTH ELGIN PD,City,IL,2022,23995,28,1,29,2,5,7,30,6,36,1.50
NY0042800,PORTVILLE VILLAGE PD PORTVILLE,PORTVILLE VILLAGE PD PORTVILLE,City,NY,2022,900,1,0,1,0,0,0,1,0,1,1.11
PA0091900,TULLYTOWN PD,TULLYTOWN PD,City,PA,2022,2262,3,0,3,0,0,0,3,0,3,1.33
CT0008500,MONROE PD,MONROE PD,City,CT,2022,18772,34,5,39,7,5,12,41,10,51,2.72
OK0490800,LOCUST GROVE,LOCUST GROVE,City,OK,2022,1373,7,0,7,0,0,0,7,0,7,5.10
SD0020000,BEADLE CO SO HURON,BEADLE CO SO HURON,County,SD,2022,5005,5,11,16,0,6,6,5,17,22,4.40
GA0340000,COFFEE CO SO DOUGLAS,COFFEE CO SO DOUGLAS,County,GA,2022,27828,48,26,74,3,47,50,51,73,124,4.46
GA0500000,ECHOLS CO SO STATENVILLE,ECHOLS CO SO STATENVILLE,County,GA,2022,3715,7,0,7,2,0,2,9,0,9,2.42
TX0110100,BASTROP PD,BASTROP PD,City,TX,2022,11101,20,0,20,5,5,10,25,5,30,2.70
VT0140800,WEATHERSFIELD PD,WEATHERSFIELD PD,City,VT,2022,2887,2,0,2,0,0,0,2,0,2,0.69
ID0330100,REXBURG PD,REXBURG PD,City,ID,2022,35711,32,2,34,1,7,8,33,9,42,1.18
SC017NR00,DNR: DILLON COUNTY,DNR: DILLON COUNTY,Other State Agency,SC,2022,0,3,0,3,0,0,0,3,0,3,
ME0090000,OXFORD CO SO SOUTH PARIS,OXFORD CO SO SOUTH PARIS,County,ME,2022,32495,29,0,29,0,2,2,29,2,31,0.95
PA0352400,ABINGTON TOWNSHIP,ABINGTON TOWNSHIP,City,PA,2022,1861,3,0,3,0,0,0,3,0,3,1.61
TX0433200,,,Other,TX,2022,0,5,0,5,1,0,1,6,0,6,
SC011SP00,HP: CHEROKEE COUNTY,HP: CHEROKEE COUNTY,State Police,SC,2022,0,5,19,24,0,28,28,5,47,52,
OH0090500,MONROE,MONROE,City,OH,2022,17817,34,5,39,4,5,9,38,10,48,2.69
PA0022D00,PORT AUTHORITY ALLEGHNY CO TRANS POL PITTSBURGH,PORT AUTHORITY ALLEGHNY CO TRANS POL PITTSBURGH,Other,PA,2022,0,41,7,48,0,6,6,41,13,54,
GA0080200,ADAIRSVILLE PD,ADAIRSVILLE PD,City,GA,2022,5063,17,0,17,1,2,3,18,2,20,3.95
NH0058000,WOODSTOCK PD,WOODSTOCK PD,City,NH,2022,1454,2,0,2,1,0,1,3,0,3,2.06
FL0010800,ALACHUA PD,ALACHUA PD,City,FL,2022,10746,28,0,28,1,7,8,29,7,36,3.35
IN0410600,,,City,IN,2022,4835,11,0,11,0,1,1,11,1,12,2.48
TN0350500,GRAND JUNCTION PD,GRAND JUNCTION PD,City,TN,2022,335,4,0,4,0,0,0,4,0,4,11.94
PA0400800,KINGSTON POLICE DEPARTMENT KINGSTON,KINGSTON POLICE DEPARTMENT KINGSTON,City,PA,2022,14232,21,1,22,0,2,2,21,3,24,1.69
OH0830400,MASON,MASON,City,OH,2022,35344,46,4,50,4,0,4,50,4,54,1.53
NY0358100,TOWN OF GOSHEN POLICE DEPARTMENT GOSHEN,TOWN OF GOSHEN POLICE DEPARTMENT GOSHEN,City,NY,2022,8679,6,0,6,0,0,0,6,0,6,0.69
MT0450200,HOT SPRINGS PD,HOT SPRINGS PD,City,MT,2022,610,1,0,1,0,0,0,1,0,1,1.64
FL0120000,COLUMBIA CO SO LAKE CITY,COLUMBIA CO SO LAKE CITY,County,FL,2022,59170,28,1,29,17,9,26,45,10,55,0.93
IL0168500,PALOS HEIGHTS PD,PALOS HEIGHTS PD,City,IL,2022,11602,26,1,27,2,3,5,28,4,32,2.76
AR0650000,SEARCY CO SO MARSHALL,SEARCY CO SO MARSHALL,County,AR,2022,6613,8,9,17,0,5,5,8,14,22,3.33
IA0020000,ADAMS CO SO CORNING,ADAMS CO SO CORNING,County,IA,2022,3589,7,0,7,0,5,5,7,5,12,3.34
TX0791400,,,City,TX,2022,18058,20,0,20,4,2,6,24,2,26,1.44
OK0540400,BOLEY,BOLEY,City,OK,2022,950,1,0,1,0,1,1,1,1,2,2.11
MA0120200,BRIDGEWATER PD,BRIDGEWATER PD,City,MA,2022,8820,38,1,39,4,3,7,42,4,46,5.22
TX0670000,EASTLAND CO SO EASTLAND,EASTLAND CO SO EASTLAND,County,TX,2022,6496,12,9,21,1,11,12,13,20,33,5.08
LA0240400,GROSSE TETE PD,GROSSE TETE PD,City,LA,2022,526,1,0,1,0,1,1,1,1,2,3.80
NJ0031700,WILLINGBORO TWP PD WILLINGBORO,WILLINGBORO TWP PD WILLINGBORO,City,NJ,2022,31795,49,1,50,9,8,17,58,9,67,2.11
OH0490000,MADISON,MADISON,County,OH,2022,26111,29,4,33,7,11,18,36,15,51,1.95
NC0160100,BEAUFORT PD,BEAUFORT PD,City,NC,2022,4678,17,0,17,1,1,2,18,1,19,4.06
OR0050400,SCAPPOOSE,SCAPPOOSE,City,OR,2022,8102,8,0,8,0,1,1,8,1,9,1.11
NJ0151200,LACEY TWP PD FORKED RIVER,LACEY TWP PD FORKED RIVER,City,NJ,2022,29903,43,4,47,1,9,10,44,13,57,1.91
KS0230300,BALDWIN CITY PD,BALDWIN CITY PD,City,KS,2022,4955,10,0,10,1,2,3,11,2,13,2.62
MO0921400,ST. CHARLES COMM COLLEGE,ST. CHARLES COMM COLLEGE,University or College,MO,2022,0,11,0,11,1,2,3,12,2,14,
WI0680000,WAUKESHA CO SO WAUKESHA,WAUKESHA CO SO WAUKESHA,County,WI,2022,96883,152,106,258,23,80,103,175,186,361,3.73
OR0320100,ENTERPRISE,ENTERPRISE,City,OR,2022,2144,3,0,3,1,1,2,4,1,5,2.33
CA0411700,SOUTH SAN FRANCISCO PD,SOUTH SAN FRANCISCO PD,City,CA,2022,62427,66,8,74,10,23,33,76,31,107,1.71
KS0600000,MEADE CO SO MEADE,MEADE CO SO MEADE,County,KS,2022,2509,8,0,8,1,5,6,9,5,14,5.58
MO0510100,HOLDEN,HOLDEN,City,MO,2022,2206,4,2,6,2,0,2,6,2,8,3.63
OK0150800,,,City,OK,2022,322,2,0,2,0,0,0,2,0,2,6.21
WY0080000,GOSHEN CO SO TORRINGTON,GOSHEN CO SO TORRINGTON,County,WY,2022,6046,8,8,16,0,10,10,8,18,26,4.30
NY0513200,EAST HAMPTON VILLAGE PD EAST HAMPTON,EAST HAMPTON VILLAGE PD EAST HAMPTON,City,NY,2022,1531,23,1,24,3,3,6,26,4,30,19.60
WV0230500,WEST LOGAN PD WEST LOGAN,WEST LOGAN PD WEST LOGAN,City,WV,2022,383,1,0,1,0,0,0,1,0,1,2.61
VA0980100,POQUOSON PD,POQUOSON PD,City,VA,2022,12738,22,0,22,4,2,6,26,2,28,2.20
NJ0091100,WEEHAWKEN TWP PD WEEHAWKEN,WEEHAWKEN TWP PD WEEHAWKEN,City,NJ,2022,17499,58,11,69,2,6,8,60,17,77,4.40
WV0320100,ALDERSON PD,ALDERSON PD,City,WV,2022,962,3,0,3,0,1,1,3,1,4,4.16
NJ0042300,MAGNOLIA PD,MAGNOLIA PD,City,NJ,2022,4325,16,0,16,0,0,0,16,0,16,3.70
NY0270200,IRONDEQUOIT TOWN PD ROCHESTER,IRONDEQUOIT TOWN PD ROCHESTER,City,NY,2022,50090,48,2,50,7,6,13,55,8,63,1.26
VA0550100,KENBRIDGE PD,KENBRIDGE PD,City,VA,2022,1110,4,0,4,0,0,0,4,0,4,3.60
IL0169400,RIVER FOREST PD,RIVER FOREST PD,City,IL,2022,11403,26,1,27,5,1,6,31,2,33,2.89
NC0560000,MC DOWELL CO SO MARION,MC DOWELL CO SO MARION,County,NC,2022,36668,49,19,68,5,9,14,54,28,82,2.24
MO0840100,BOLIVAR,BOLIVAR,City,MO,2022,11129,17,2,19,1,5,6,18,7,25,2.25
NY0010000,ALBANY CO SHERIFF'S DEPT ALBANY,ALBANY CO SHERIFF'S DEPT ALBANY,County,NY,2022,21632,118,45,163,17,32,49,135,77,212,9.80
OK0720300,SAND SPRINGS,SAND SPRINGS,City,OK,2022,20006,32,1,33,1,9,10,33,10,43,2.15
AL0150200,GILBERTOWN PD,GILBERTOWN PD,City,AL,2022,721,1,0,1,0,0,0,1,0,1,1.39
