ori,ncic_agency_name,agency_name_edit,agency_type_name,state_abbr,data_year,population,male_officer_ct,male_civilian_ct,male_total_ct,female_officer_ct,female_civilian_ct,female_total_ct,officer_ct,civilian_ct,total_pe_ct,pe_ct_per_1000
WI0490200,ST CROIX FALLS PD,ST CROIX FALLS PD,City,WI,2022,2242,7,7,14,0,1,1,7,8,15,6.69
ND0100000,CAVALIER CO SO LANGDON,CAVALIER CO SO LANGDON,County,ND,2022,3669,7,1,8,0,4,4,7,5,12,3.27
AR0360000,JOHNSON CO SO CLARKSVILLE,JOHNSON CO SO CLARKSVILLE,County,AR,2022,14750,20,9,29,4,14,18,24,23,47,3.19
MI0310300,ALLEGAN CO SO ALLEGAN,ALLEGAN CO SO ALLEGAN,County,MI,2022,92234,55,28,83,6,20,26,61,48,109,1.18
TN0590400,PETERSBURG PD,PETERSBURG PD,City,TN,2022,537,1,0,1,0,0,0,1,0,1,1.86
CA0440100,CAPITOLA PD,CAPITOLA PD,City,CA,2022,9748,19,4,23,2,4,6,21,8,29,2.97
GA0720300,SHILOH PD,SHILOH PD,City,GA,2022,421,1,0,1,0,1,1,1,1,2,4.75
NY0195200,CAIRO TOWN PD CAIRO,CAIRO TOWN PD CAIRO,City,NY,2022,6853,2,0,2,0,0,0,2,0,2,0.29
TX1630000,MEDINA CO SO HONDO,MEDINA CO SO HONDO,County,TX,2022,34005,48,21,69,5,19,24,53,40,93,2.73
CT0016300,WILLIMANTIC PD,WILLIMANTIC PD,City,CT,2022,17777,37,3,40,5,6,11,42,9,51,2.87
AZ0050100,PIMA PD,PIMA PD,City,AZ,2022,2960,5,0,5,1,0,1,6,0,6,2.03
ID0400000,SHOSHONE CO SO WALLACE,SHOSHONE CO SO WALLACE,County,ID,2022,8031,17,10,27,3,16,19,20,26,46,5.73
IA0670000,MONONA CO SO ONAWA,MONONA CO SO ONAWA,County,IA,2022,8416,12,3,15,0,8,8,12,11,23,2.73
AR0200000,DALLAS CO SO FORDYCE,DALLAS CO SO FORDYCE,County,AR,2022,2931,6,9,15,0,11,11,6,20,26,8.87
FL0379000,SHPTALLAHASSEE,SHPTALLAHASSEE,State Police,FL,2022,0,1593,122,1715,167,265,432,1760,387,2147,
NY0192500,WINDHAM TOWN PD WINDHAM,WINDHAM TOWN PD WINDHAM,City,NY,2022,1769,1,0,1,0,0,0,1,0,1,0.57
CA0193300,INGLEWOOD PD,INGLEWOOD PD,City,CA,2022,102879,149,7,156,21,45,66,170,52,222,2.16
KS0750200,WAMEGO PD,WAMEGO PD,City,KS,2022,4885,6,0,6,2,1,3,8,1,9,1.84
OH0021100,SHAWNEE TOWNSHIP,SHAWNEE TOWNSHIP,City,OH,2022,12314,13,0,13,0,6,6,13,6,19,1.54
ID0030100,CHUBBUCK PD POCATELLO,CHUBBUCK PD POCATELLO,City,ID,2022,15970,20,4,24,1,10,11,21,14,35,2.19
PA0543500,CO DETECTIVE BU POTTSVILLE,CO DETECTIVE BU POTTSVILLE,Other,PA,2022,0,6,2,8,0,15,15,6,17,23,
GA0605800,JOHNS CREEK POLICE DEPARTMENT,JOHNS CREEK POLICE DEPARTMENT,City,GA,2022,81964,65,6,71,10,9,19,75,15,90,1.10
SD0530000,POTTER CO SO GETTYSBURG,POTTER CO SO GETTYSBURG,County,SD,2022,1379,2,0,2,0,1,1,2,1,3,2.18
CT0013500,STAMFORD PD,STAMFORD PD,City,CT,2022,136936,239,10,249,32,14,46,271,24,295,2.15
MI8281200,WAYNE PD,WAYNE PD,City,MI,2022,17284,20,0,20,3,3,6,23,3,26,1.50
SC0210900,TIMMONSVILLE PD,TIMMONSVILLE PD,City,SC,2022,2085,5,0,5,1,0,1,6,0,6,2.88
IA0640000,MARSHALL CO SO MARSHALLTOWN,MARSHALL CO SO MARSHALLTOWN,County,IA,2022,11087,20,16,36,1,18,19,21,34,55,4.96
VA0130100,LAWRENCEVILLE PD,LAWRENCEVILLE PD,City,VA,2022,1025,4,0,4,2,0,2,6,0,6,5.85
AR0580700,DOVER POLICE DEPARTMENT DOVER,DOVER POLICE DEPARTMENT DOVER,City,AR,2022,1335,6,0,6,0,0,0,6,0,6,4.49
WV0241000,LAW ENF DIV DEPT NATRL RESOURCES MACARTHUR,LAW ENF DIV DEPT NATRL RESOURCES MACARTHUR,Other State Agency,WV,2022,0,1,0,1,0,0,0,1,0,1,
NC0340200,WINSTON-SALEM PD,WINSTON-SALEM PD,City,NC,2022,251295,337,43,380,67,86,153,404,129,533,2.12
WVWSP3900,STATE POLICE PRINCETON,STATE POLICE PRINCETON,State Police,WV,2022,0,17,0,17,0,2,2,17,2,19,
IL0824500,ALTON & SOUTHERN RAILWAY,ALTON & SOUTHERN RAILWAY,Other,IL,2022,0,7,0,7,0,0,0,7,0,7,
NJ0026300,UPPER SADDLE RIVER PD SADDLE RIVER,UPPER SADDLE RIVER PD SADDLE RIVER,City,NJ,2022,8248,16,4,20,1,0,1,17,4,21,2.55
CA0011100,PLEASANTON PD,PLEASANTON PD,City,CA,2022,76350,69,5,74,11,30,41,80,35,115,1.51
CO0030800,COLUMBINE VALLEY,COLUMBINE VALLEY,City,CO,2022,1603,6,0,6,0,0,0,6,0,6,3.74
TX1520300,SHALLOWATER PD,SHALLOWATER PD,City,TX,2022,2917,6,0,6,0,0,0,6,0,6,2.06
OK0611700,KIOWA,KIOWA,City,OK,2022,589,4,0,4,2,1,3,6,1,7,11.88
TX0180000,BOSQUE CO SO MERIDIAN,BOSQUE CO SO MERIDIAN,County,TX,2022,12692,22,4,26,1,19,20,23,23,46,3.62
WV0410400,SOPHIA PD,SOPHIA PD,City,WV,2022,1095,6,0,6,0,0,0,6,0,6,5.48
MI7117100,PRESQUE ISLE CO SO ROGERS CITY,PRESQUE ISLE CO SO ROGERS CITY,County,MI,2022,10300,15,2,17,0,0,0,15,2,17,1.65
KS0670000,NEOSHO CO SO ERIE,NEOSHO CO SO ERIE,County,KS,2022,6083,14,6,20,1,7,8,15,13,28,4.60
SC0220200,GEORGETOWN PD,GEORGETOWN PD,City,SC,2022,8323,23,2,25,3,4,7,26,6,32,3.84
WV0210000,LEWIS CO SO WESTON,LEWIS CO SO WESTON,County,WV,2022,12919,12,1,13,0,1,1,12,2,14,1.08
WY0220100,WORLAND,WORLAND,City,WY,2022,4817,11,1,12,0,1,1,11,2,13,2.70
CA0280200,NAPA PD,NAPA PD,City,CA,2022,78586,64,6,70,4,40,44,68,46,114,1.45
NB0880000,VALLEY CO SO ORD,VALLEY CO SO ORD,County,NB,2022,1974,4,0,4,0,1,1,4,1,5,2.53
VA0020300,ALBEMARLE PD,ALBEMARLE PD,County,VA,2022,114981,126,9,135,16,17,33,142,26,168,1.46
PA0403100,FAIRVIEW TWP PD MOUNTAIN TOP,FAIRVIEW TWP PD MOUNTAIN TOP,City,PA,2022,4697,4,0,4,2,0,2,6,0,6,1.28
MN0190300,HASTINGS PD,HASTINGS PD,City,MN,2022,21772,26,0,26,3,5,8,29,5,34,1.56
MN0200200,KASSON PD,KASSON PD,City,MN,2022,6997,8,0,8,1,1,2,9,1,10,1.43
NB0730000,RED WILLOW CO SO MCCOOK,RED WILLOW CO SO MCCOOK,County,NB,2022,3260,2,5,7,0,10,10,2,15,17,5.21
OR0060300,COQUILLE,COQUILLE,City,OR,2022,4042,5,0,5,2,1,3,7,1,8,1.98
PA0111000,GALLITZIN PD,GALLITZIN PD,City,PA,2022,1712,1,0,1,0,0,0,1,0,1,0.58
KS0260200,ELLIS PD,ELLIS PD,City,KS,2022,1987,3,0,3,1,0,1,4,0,4,2.01
WI0650900,EAST TROY TWP PD,EAST TROY TWP PD,City,WI,2022,4068,4,0,4,0,1,1,4,1,5,1.23
SC040BP00,BUREAU OF PROT SERVICES,BUREAU OF PROT SERVICES,Other State Agency,SC,2022,0,56,1,57,17,5,22,73,6,79,
IN0710700,ROSELAND PD,ROSELAND PD,City,IN,2022,849,3,0,3,0,0,0,3,0,3,3.53
NM0240300,BLOOMFIELD PD,BLOOMFIELD PD,City,NM,2022,7335,21,3,24,1,2,3,22,5,27,3.68
PA0406500,HUGHESTOWN POLICE DEPARTMENT HUGHESTOWN,HUGHESTOWN POLICE DEPARTMENT HUGHESTOWN,City,PA,2022,1334,2,0,2,0,0,0,2,0,2,1.50
VA0660000,NORTHUMBERLAND CO SO HEATHSVILLE,NORTHUMBERLAND CO SO HEATHSVILLE,County,VA,2022,12191,19,0,19,2,12,14,21,12,33,2.71
IL0970100,CARMI PD,CARMI PD,City,IL,2022,4783,10,0,10,0,1,1,10,1,11,2.30
WA0271000,ROY PD,ROY PD,City,WA,2022,805,1,0,1,1,0,1,2,0,2,2.48
IL0160900,BERWYN PD,BERWYN PD,City,IL,2022,54654,109,37,146,8,56,64,117,93,210,3.84
OK0611400,HAILEYVILLE,HAILEYVILLE,City,OK,2022,706,2,0,2,0,0,0,2,0,2,2.83
PA0491300,RIVERSIDE PD,RIVERSIDE PD,City,PA,2022,2033,4,0,4,0,0,0,4,0,4,1.97
FL0051000,SATELLITE BEACH PD EAU GALLIE,SATELLITE BEACH PD EAU GALLIE,City,FL,2022,11288,21,1,22,4,6,10,25,7,32,2.83
MN0020600,FRIDLEY PD,FRIDLEY PD,City,MN,2022,31095,42,2,44,4,6,10,46,8,54,1.74
SC0420500,CAMPOBELLO PD,CAMPOBELLO PD,City,SC,2022,715,8,0,8,0,1,1,8,1,9,12.59
TX0770000,FLOYD CO SO FLOYDADA,FLOYD CO SO FLOYDADA,County,TX,2022,1242,5,0,5,0,5,5,5,5,10,8.05
KY0470200,RADCLIFF PD,RADCLIFF PD,City,KY,2022,22931,30,3,33,1,5,6,31,8,39,1.70
MD0010800,FROSTBURG STATE UNIVERSITY PD,FROSTBURG STATE UNIVERSITY PD,University or College,MD,2022,0,14,1,15,3,4,7,17,5,22,
IL0500400,MENDOTA PD,MENDOTA PD,City,IL,2022,6942,13,0,13,1,1,2,14,1,15,2.16
NJ0043900,RUTGERS UNIVERSITY POLICE DEPT CAMDEN,RUTGERS UNIVERSITY POLICE DEPT CAMDEN,University or College,NJ,2022,0,15,26,41,2,11,13,17,37,54,
SC032FC00,FC: LEXINGTON COUNTY,FC: LEXINGTON COUNTY,Other State Agency,SC,2022,0,3,0,3,0,0,0,3,0,3,
IA0500000,JASPER CO SO NEWTON,JASPER CO SO NEWTON,County,IA,2022,16195,17,15,32,1,19,20,18,34,52,3.21
OH0253500,MADISON TOWNSHIP,MADISON TOWNSHIP,City,OH,2022,18785,16,0,16,2,1,3,18,1,19,1.01
OR0040400,WARRENTON,WARRENTON,City,OR,2022,6537,11,0,11,1,2,3,12,2,14,2.14
VT0041200,HINESBURG POLICE DEPARTMENT,HINESBURG POLICE DEPARTMENT,City,VT,2022,4699,4,0,4,0,0,0,4,0,4,0.85
KY0790200,CALVERT CITY PD,CALVERT CITY PD,City,KY,2022,2521,7,0,7,0,1,1,7,1,8,3.17
AR0730100,SEARCY PD,SEARCY PD,City,AR,2022,23175,45,4,49,8,14,22,53,18,71,3.06
WA0174300,SHORELINE POLICE DEPARTMENT,SHORELINE POLICE DEPARTMENT,City,WA,2022,57147,40,5,45,5,15,20,45,20,65,1.14
NB0210100,BROKEN BOW PD,BROKEN BOW PD,City,NB,2022,3448,7,0,7,0,1,1,7,1,8,2.32
WY0180000,SUBLETTE CO SO PINEDALE,SUBLETTE CO SO PINEDALE,County,WY,2022,8685,43,3,46,11,13,24,54,16,70,8.06
MD0020100,ANNAPOLIS PD,ANNAPOLIS PD,City,MD,2022,40542,85,11,96,19,22,41,104,33,137,3.38
AK0012700,ANCHORAGE AIRPORT POLICE AND FIRE,ANCHORAGE AIRPORT POLICE AND FIRE,Other,AK,2022,0,54,4,58,3,3,6,57,7,64,
CO0500000,PROWERS,PROWERS,County,CO,2022,3897,9,13,22,3,5,8,12,18,30,7.70
OH0280800,RUSSELL TOWNSHIP,RUSSELL TOWNSHIP,City,OH,2022,5447,10,0,10,0,1,1,10,1,11,2.02
NY0452900,NYS PARK POLICE SARATOGA/CAPITAL REGION,NYS PARK POLICE SARATOGA/CAPITAL REGION,Other State Agency,NY,2022,0,65,2,67,10,3,13,75,5,80,
MI8283300,WYANDOTTE PD,WYANDOTTE PD,City,MI,2022,24414,34,3,37,3,10,13,37,13,50,2.05
MN0210000,DOUGLAS CO SO ALEXANDRIA,DOUGLAS CO SO ALEXANDRIA,County,MN,2022,23306,34,23,57,2,25,27,36,48,84,3.60
NC0600700,MATTHEWS PD,MATTHEWS PD,City,NC,2022,29739,44,2,46,9,9,18,53,11,64,2.15
SD0220000,EDMUNDS CO SO IPSWICH,EDMUNDS CO SO IPSWICH,County,SD,2022,4117,4,1,5,0,4,4,4,5,9,2.19
TX0790200,RICHMOND PD,RICHMOND PD,City,TX,2022,12936,24,1,25,3,10,13,27,11,38,2.94
MI0988200,DELTA COLLEGE PD BAY CITY,DELTA COLLEGE PD BAY CITY,University or College,MI,2022,0,6,3,9,0,3,3,6,6,12,
ME0100300,DEXTER PD,DEXTER PD,City,ME,2022,3793,6,0,6,0,0,0,6,0,6,1.58
MS0180000,FORREST CO SO HATTIESBURG,FORREST CO SO HATTIESBURG,County,MS,2022,25846,47,35,82,3,48,51,50,83,133,5.15
ID0140100,CALDWELL PD,CALDWELL PD,City,ID,2022,66940,61,0,61,7,14,21,68,14,82,1.22
MO0110100,ST. JOSEPH,ST. JOSEPH,City,MO,2022,70918,97,16,113,14,35,49,111,51,162,2.28
KY0920000,OHIO CO SO HARTFORD,OHIO CO SO HARTFORD,County,KY,2022,17016,12,0,12,2,3,5,14,3,17,1.00
NC0630000,MOORE CO SO CARTHAGE,MOORE CO SO CARTHAGE,County,NC,2022,47760,74,44,118,10,45,55,84,89,173,3.62
KY1090000,TAYLOR CO SO CAMPBELLSVILLE,TAYLOR CO SO CAMPBELLSVILLE,County,KY,2022,14887,9,1,10,0,3,3,9,4,13,0.87
IL0842800,LINCOLN LAND COMMUNITY COLLEGE,LINCOLN LAND COMMUNITY COLLEGE,University or College,IL,2022,0,10,2,12,2,1,3,12,3,15,
IN0470100,BEDFORD PD,BEDFORD PD,City,IN,2022,13824,29,1,30,2,7,9,31,8,39,2.82
NH0086600,SANDOWN PD,SANDOWN PD,City,NH,2022,6575,6,1,7,2,0,2,8,1,9,1.37
NC0280600,ST PARK RANGER JOCKEY'S RIDGE ST PARK NAGS HEAD,ST PARK RANGER JOCKEY'S RIDGE ST PARK NAGS HEAD,Other State Agency,NC,2022,0,3,0,3,2,0,2,5,0,5,
IL0980500,PROPHETSTOWN PD,PROPHETSTOWN PD,City,IL,2022,1922,4,0,4,0,0,0,4,0,4,2.08
AL0620700,JACKSONS GAP,JACKSONS GAP,City,AL,2022,757,1,0,1,0,0,0,1,0,1,1.32
SC025FC00,FC: HAMPTON COUNTY,FC: HAMPTON COUNTY,Other State Agency,SC,2022,0,1,0,1,0,0,0,1,0,1,
NH0056200,ORFORD PD,ORFORD PD,City,NH,2022,1253,1,0,1,0,0,0,1,0,1,0.80
CO0580000,SEDGWICK,SEDGWICK,County,CO,2022,2283,2,0,2,0,1,1,2,1,3,1.31
MI8286800,NORTHVILLE TWP PD,NORTHVILLE TWP PD,City,MI,2022,31443,29,6,35,4,7,11,33,13,46,1.46
PA067619E,,,University or College,PA,2022,0,9,2,11,0,1,1,9,3,12,
SC019SP00,HP: EDGEFIELD COUNTY,HP: EDGEFIELD COUNTY,State Police,SC,2022,0,6,46,52,0,82,82,6,128,134,
WI0110700,POYNETTE PD,POYNETTE PD,City,WI,2022,2580,5,0,5,0,1,1,5,1,6,2.33
AL0260400,NAPIER FIELD PD,NAPIER FIELD PD,City,AL,2022,410,2,0,2,0,0,0,2,0,2,4.88
NJ0043200,STRATFORD PD,STRATFORD PD,City,NJ,2022,6954,15,0,15,0,0,0,15,0,15,2.16
PA0500100,MARYSVILLE PD,MARYSVILLE PD,City,PA,2022,2672,2,0,2,0,0,0,2,0,2,0.75
NJ0042800,PINE HILL PD,PINE HILL PD,City,NJ,2022,10689,24,0,24,0,2,2,24,2,26,2.43
MT0140100,LEWISTOWN PD,LEWISTOWN PD,City,MT,2022,6135,13,2,15,0,9,9,13,11,24,3.91
MO1040000,STODDARD,STODDARD,County,MO,2022,14650,19,14,33,0,9,9,19,23,42,2.87
MN0090000,CARLTON CO SO CARLTON,CARLTON CO SO CARLTON,County,MN,2022,21410,21,17,38,3,18,21,24,35,59,2.76
VT0010300,VERGENNES PD,VERGENNES PD,City,VT,2022,2565,6,0,6,1,0,1,7,0,7,2.73
VA0860100,MARION PD,MARION PD,City,VA,2022,5711,19,0,19,2,1,3,21,1,22,3.85
TX0420100,COLEMAN PD,COLEMAN PD,City,TX,2022,3943,5,0,5,0,0,0,5,0,5,1.27
MN0460200,,,City,MN,2022,1063,2,0,2,2,0,2,4,0,4,3.76
MO1010500,SCOTT CITY,SCOTT CITY,City,MO,2022,4373,7,2,9,2,4,6,9,6,15,3.43
AR0720800,WEST FORK PD,WEST FORK PD,City,AR,2022,2330,6,0,6,0,1,1,6,1,7,3.00
NJ0072700,NJ INSTITUTE OF TECHNOLOGY PD NEWARK,NJ INSTITUTE OF TECHNOLOGY PD NEWARK,University or College,NJ,2022,0,31,24,55,5,15,20,36,39,75,
PA0042500,PATTERSON TWP PD BEAVER FALLS,PATTERSON TWP PD BEAVER FALLS,City,PA,2022,4355,3,0,3,1,0,1,4,0,4,0.92
UT0040700,WELLINGTON PD,WELLINGTON PD,City,UT,2022,1587,3,0,3,0,0,0,3,0,3,1.89
NMDI05000,BU IND AFF NORTHERN PUEBLOS AGENCY SANTA FE,BU IND AFF NORTHERN PUEBLOS AGENCY SANTA FE,Tribal,NM,2022,0,8,0,8,3,1,4,11,1,12,
NB0410000,HAMILTON CO SO AURORA,HAMILTON CO SO AURORA,County,NB,2022,4747,7,2,9,2,11,13,9,13,22,4.63
ME0090300,MEXICO PD,MEXICO PD,City,ME,2022,2787,4,0,4,1,0,1,5,0,5,1.79
FL0130400,HIALEAH PD,HIALEAH PD,City,FL,2022,218839,258,17,275,32,47,79,290,64,354,1.62
ME0161400,WELLS PD,WELLS PD,City,ME,2022,11760,18,4,22,3,6,9,21,10,31,2.64
CO0040100,PAGOSA SPRINGS,PAGOSA SPRINGS,City,CO,2022,1693,8,0,8,0,1,1,8,1,9,5.32
MN0620400,MAPLEWOOD PD,MAPLEWOOD PD,City,MN,2022,47144,40,3,43,12,5,17,52,8,60,1.27
AZ0080600,MARSHAL'S OFFICE COLORADO CITY,MARSHAL'S OFFICE COLORADO CITY,City,AZ,2022,2560,7,4,11,2,9,11,9,13,22,8.59
MI1536200,EAST JORDAN PD,EAST JORDAN PD,City,MI,2022,2254,5,0,5,0,0,0,5,0,5,2.22
MN0280500,HOKAH PD,HOKAH PD,City,MN,2022,555,1,0,1,0,0,0,1,0,1,1.80
SC012SP00,HP: CHESTER COUNTY,HP: CHESTER COUNTY,State Police,SC,2022,0,28,1,29,1,0,1,29,1,30,
FL0140000,DE SOTO CO SO ARCADIA,DE SOTO CO SO ARCADIA,County,FL,2022,27537,47,24,71,8,34,42,55,58,113,4.10
NC0280100,KILL DEVIL HILLS PD,KILL DEVIL HILLS PD,City,NC,2022,7911,25,2,27,3,4,7,28,6,34,4.30
CA0380000,SAN FRANCISCO CO SO,SAN FRANCISCO CO SO,County,CA,2022,0,594,91,685,83,103,186,677,194,871,
VA0120000,BOTETOURT CO SO FINCASTLE,BOTETOURT CO SO FINCASTLE,County,VA,2022,34238,75,1,76,17,15,32,92,16,108,3.15
CO0011100,UNIV OF CO: DENVER,UNIV OF CO: DENVER,University or College,CO,2022,0,19,20,39,3,11,14,22,31,53,
ID0070100,KETCHUM PD,KETCHUM PD,City,ID,2022,3606,10,0,10,1,1,2,11,1,12,3.33
NY0190000,GREENE CO SHERIFF'S DEPARTMENT CATSKILL,GREENE CO SHERIFF'S DEPARTMENT CATSKILL,County,NY,2022,26768,29,1,30,6,9,15,35,10,45,1.68
MT0160600,MONTANA STATE UNIV CAMPUS POLICE BOZEMAN,MONTANA STATE UNIV CAMPUS POLICE BOZEMAN,University or College,MT,2022,0,16,0,16,4,2,6,20,2,22,
AR0100400,HENDERSON STATE UNIV CAMPUS SEC ARKADELPHIA,HENDERSON STATE UNIV CAMPUS SEC ARKADELPHIA,University or College,AR,2022,0,7,0,7,1,1,2,8,1,9,
NC0370000,GATES CO SO GATESVILLE,GATES CO SO GATESVILLE,County,NC,2022,10331,12,0,12,2,1,3,14,1,15,1.45
MN0830200,ST JAMES PD,ST JAMES PD,City,MN,2022,4677,7,0,7,1,1,2,8,1,9,1.92
AL0590200,COLUMBIANA PD,COLUMBIANA PD,City,AL,2022,4347,9,1,10,3,3,6,12,4,16,3.68
MS0480400,,,City,MS,2022,523,1,0,1,0,0,0,1,0,1,1.91
MN0870200,GRANITE FALLS PD,GRANITE FALLS PD,City,MN,2022,2681,7,0,7,0,1,1,7,1,8,2.98
MI3988100,WESTERN MICHIGAN UNIV PD KALAMAZOO,WESTERN MICHIGAN UNIV PD KALAMAZOO,University or College,MI,2022,0,29,7,36,4,8,12,33,15,48,
OH0210000,DELAWARE,DELAWARE,County,OH,2022,101001,102,47,149,15,60,75,117,107,224,2.22
MNMHP0300,DPS-SP DISTRICT 2300 MARSHALL,DPS-SP DISTRICT 2300 MARSHALL,State Police,MN,2022,0,34,0,34,4,4,8,38,4,42,
CO0480100,HOLYOKE,HOLYOKE,City,CO,2022,2319,4,0,4,0,0,0,4,0,4,1.72
TN0330900,UNIV OF TENN SAFETY AND SECURITY PD CHATTANOOGA,UNIV OF TENN SAFETY AND SECURITY PD CHATTANOOGA,University or College,TN,2022,0,17,8,25,3,6,9,20,14,34,
NJ0026500,WALLINGTON PD,WALLINGTON PD,City,NJ,2022,11749,21,0,21,0,0,0,21,0,21,1.79
SDDI01800,,,Tribal,SD,2022,0,3,0,3,0,0,0,3,0,3,
MA0094400,TOWNSEND PD,TOWNSEND PD,City,MA,2022,8892,15,0,15,0,2,2,15,2,17,1.91
PA0540600,MINERSVILLE PD,MINERSVILLE PD,City,PA,2022,4407,6,0,6,0,0,0,6,0,6,1.36
WY0210100,EVANSTON,EVANSTON,City,WY,2022,11886,24,1,25,1,4,5,25,5,30,2.52
TX0290200,PORT LAVACA POLICE DEPT,PORT LAVACA POLICE DEPT,City,TX,2022,11048,17,0,17,1,6,7,18,6,24,2.17
TX2430400,IOWA PARK PD,IOWA PARK PD,City,TX,2022,6595,10,3,13,1,4,5,11,7,18,2.73
VA0340000,FREDERICK CO SO WINCHESTER,FREDERICK CO SO WINCHESTER,County,VA,2022,92518,135,0,135,15,14,29,150,14,164,1.77
TX0330100,PANHANDLE PD,PANHANDLE PD,City,TX,2022,2310,3,0,3,1,0,1,4,0,4,1.73
MI1437200,ONTWA TWP-EDWARDSBURG PD EDWARDSBURG,ONTWA TWP-EDWARDSBURG PD EDWARDSBURG,City,MI,2022,6812,9,0,9,0,1,1,9,1,10,1.47
LA0010300,CHURCH POINT PD,CHURCH POINT PD,City,LA,2022,4106,7,0,7,7,0,7,14,0,14,3.41
NY0380000,OTSEGO CO SHERIFF'S DEPARTMENT COOPERSTOWN,OTSEGO CO SHERIFF'S DEPARTMENT COOPERSTOWN,County,NY,2022,44022,16,0,16,4,0,4,20,0,20,0.45
OK0550200,DEL CITY,DEL CITY,City,OK,2022,21382,33,0,33,2,12,14,35,12,47,2.20
HI0040000,KAUAI COUNTY PD LIHUE KAUAI,KAUAI COUNTY PD LIHUE KAUAI,County,HI,2022,74162,129,13,142,12,44,56,141,57,198,2.67
FL0320500,SNEADS PD,SNEADS PD,City,FL,2022,1748,6,0,6,0,1,1,6,1,7,4.00
PA0400300,DURYEA PD,DURYEA PD,City,PA,2022,5061,4,0,4,1,0,1,5,0,5,0.99
VT0130200,BRATTLEBORO PD,BRATTLEBORO PD,City,VT,2022,12256,15,3,18,3,8,11,18,11,29,2.37
OH0470900,WELLINGTON,WELLINGTON,City,OH,2022,4842,8,0,8,1,3,4,9,3,12,2.48
PA0130500,PALMERTON PD,PALMERTON PD,City,PA,2022,5705,9,0,9,0,1,1,9,1,10,1.75
MO0954500,LAKESHIRE,LAKESHIRE,City,MO,2022,1529,4,0,4,0,0,0,4,0,4,2.62
NY0070000,CHEMUNG CO SHERIFF'S DEPARTMENT ELMIRA,CHEMUNG CO SHERIFF'S DEPARTMENT ELMIRA,County,NY,2022,40729,35,0,35,2,3,5,37,3,40,0.98
TN0140000,CLAY CO SO CELINA,CLAY CO SO CELINA,County,TN,2022,6195,11,2,13,3,7,10,14,9,23,3.71
GA0420000,DAWSON CO SO DAWSONVILLE,DAWSON CO SO DAWSONVILLE,County,GA,2022,30128,70,14,84,8,26,34,78,40,118,3.92
MO0510400,UNIV OF CENTRAL MISSOURI,UNIV OF CENTRAL MISSOURI,University or College,MO,2022,0,13,2,15,2,5,7,15,7,22,
SC0370000,OCONEE CO SO WALHALLA,OCONEE CO SO WALHALLA,County,SC,2022,64276,92,38,130,11,48,59,103,86,189,2.94
NJ0071200,MILLBURN TWP PD MILLBURN,MILLBURN TWP PD MILLBURN,City,NJ,2022,22417,56,2,58,2,4,6,58,6,64,2.85
AR0660000,SEBASTIAN CO SO FORT SMITH,SEBASTIAN CO SO FORT SMITH,County,AR,2022,19095,47,67,114,4,55,59,51,122,173,9.06
KS0520300,LANSING PD,LANSING PD,City,KS,2022,11200,18,0,18,0,1,1,18,1,19,1.70
MN0840000,WILKIN CO SO BRECKENRIDGE,WILKIN CO SO BRECKENRIDGE,County,MN,2022,2968,6,4,10,1,7,8,7,11,18,6.06
NJ0032700,NORTH HANOVER TWP PD WRIGHTSTOWN,NORTH HANOVER TWP PD WRIGHTSTOWN,City,NJ,2022,7925,9,0,9,1,1,2,10,1,11,1.39
PA0021100,GREENTREE POLICE DEPARTMENT PITTSBURGH,GREENTREE POLICE DEPARTMENT PITTSBURGH,City,PA,2022,4809,9,0,9,0,0,0,9,0,9,1.87
SD0410500,TEA PD,TEA PD,City,SD,2022,6894,6,1,7,3,0,3,9,1,10,1.45
NJ0018900,ATLANTIC CO PROSECUTOR ATLANTIC CITY,ATLANTIC CO PROSECUTOR ATLANTIC CITY,Other,NJ,2022,0,52,33,85,21,62,83,73,95,168,
AL0220200,ROCKFORD PD,ROCKFORD PD,City,AL,2022,353,1,0,1,0,0,0,1,0,1,2.83
TN0640000,MOORE CO SO LYNCHBURG,MOORE CO SO LYNCHBURG,County,TN,2022,6855,15,8,23,2,7,9,17,15,32,4.67
