ori,ncic_agency_name,agency_name_edit,agency_type_name,state_abbr,data_year,population,male_officer_ct,male_civilian_ct,male_total_ct,female_officer_ct,female_civilian_ct,female_total_ct,officer_ct,civilian_ct,total_pe_ct,pe_ct_per_1000
VA0750700,TOWN SERGEANTS OFFICE OCCOQUAN,TOWN SERGEANTS OFFICE OCCOQUAN,City,VA,2022,1041,4,0,4,0,0,0,4,0,4,3.84
VA0770100,PULASKI PD,PULASKI PD,City,VA,2022,8944,18,0,18,7,4,11,25,4,29,3.24
OR012SP00,SP: GRANT COUNTY,SP: GRANT COUNTY,State Police,OR,2022,0,8,0,8,0,0,0,8,0,8,
ME0080100,BOOTHBAY HARBOR PD,BOOTHBAY HARBOR PD,City,ME,2022,2090,4,0,4,1,1,2,5,1,6,2.87
MT0240000,LAKE CO SO POLSON,LAKE CO SO POLSON,County,MT,2022,24273,19,20,39,3,4,7,22,24,46,1.90
NB0130100,PLATTSMOUTH PD,PLATTSMOUTH PD,City,NB,2022,6710,13,0,13,1,3,4,14,3,17,2.53
WI0060000,BUFFALO CO SO ALMA,BUFFALO CO SO ALMA,County,WI,2022,10473,10,6,16,2,6,8,12,12,24,2.29
OR0040100,ASTORIA,ASTORIA,City,OR,2022,10448,15,1,16,2,7,9,17,8,25,2.39
MI2445700,HARBOR SPRINGS PD,HARBOR SPRINGS PD,City,MI,2022,1289,7,1,8,0,1,1,7,2,9,6.98
CA0360700,ONTARIO PD,ONTARIO PD,City,CA,2022,180004,254,16,270,24,66,90,278,82,360,2.00
PA0483200,UPPER NAZARETH TOWNSHIP PD NAZARETH,UPPER NAZARETH TOWNSHIP PD NAZARETH,City,PA,2022,8282,10,0,10,1,1,2,11,1,12,1.45
SC028NR00,DNR: KERSHAW COUNTY,DNR: KERSHAW COUNTY,Other State Agency,SC,2022,0,3,0,3,0,0,0,3,0,3,
TN0791000,MEMPHIS-SHELBY CO AIRPORT AUTH PD MEMPHIS,MEMPHIS-SHELBY CO AIRPORT AUTH PD MEMPHIS,Other,TN,2022,0,41,0,41,5,13,18,46,13,59,
WA0172500,CLYDE HILL PD,CLYDE HILL PD,City,WA,2022,3083,8,0,8,1,1,2,9,1,10,3.24
PA0460600,COLLEGEVILLE PD,COLLEGEVILLE PD,City,PA,2022,4981,8,0,8,0,0,0,8,0,8,1.61
TN0130100,NEW TAZEWELL PD,NEW TAZEWELL PD,City,TN,2022,2802,10,0,10,0,0,0,10,0,10,3.57
IL0560500,HARVARD PD,HARVARD PD,City,IL,2022,9461,15,1,16,2,1,3,17,2,19,2.01
MN0400600,,,City,MN,2022,769,1,0,1,0,0,0,1,0,1,1.30
IL0451400,SAINT CHARLES PD,SAINT CHARLES PD,City,IL,2022,32973,53,4,57,6,12,18,59,16,75,2.27
MS0160000,COVINGTON CO SO COLLINS,COVINGTON CO SO COLLINS,County,MS,2022,14811,16,0,16,0,2,2,16,2,18,1.22
OK0480100,MADILL,MADILL,City,OK,2022,4031,10,0,10,1,0,1,11,0,11,2.73
TX1810300,PINEHURST PD ORANGE,PINEHURST PD ORANGE,City,TX,2022,2209,4,0,4,1,2,3,5,2,7,3.17
MA0060300,BUCKLAND PD,BUCKLAND PD,City,MA,2022,1815,2,0,2,0,0,0,2,0,2,1.10
AL0520600,SOMERVILLE PD,SOMERVILLE PD,City,AL,2022,802,2,0,2,0,0,0,2,0,2,2.49
OK0581200,WYANDOTTE,WYANDOTTE,City,OK,2022,497,9,0,9,0,1,1,9,1,10,20.12
NB0500000,KEARNEY CO SO MINDEN,KEARNEY CO SO MINDEN,County,NB,2022,3562,5,2,7,0,3,3,5,5,10,2.81
TX1012600,WEST UNIVERSITY PLACE POLICE DEPARTMENT,WEST UNIVERSITY PLACE POLICE DEPARTMENT,City,TX,2022,14524,19,2,21,6,6,12,25,8,33,2.27
MN0071000,MADISON LAKE,MADISON LAKE,City,MN,2022,1264,3,0,3,0,0,0,3,0,3,2.37
WAWSP0000,WASHINGTON STATE PATROL OLYMPIA,WASHINGTON STATE PATROL OLYMPIA,State Police,WA,2022,0,841,532,1373,89,589,678,930,1121,2051,
UT0250400,PAYSON CITY PD,PAYSON CITY PD,City,UT,2022,22989,20,0,20,2,3,5,22,3,25,1.09
MT0380000,POWDER RIVER CO SO BROADUS,POWDER RIVER CO SO BROADUS,County,MT,2022,1711,3,0,3,1,4,5,4,4,8,4.68
NY0597200,RYE BROOK VILLAGE PD RYE BROOK,RYE BROOK VILLAGE PD RYE BROOK,City,NY,2022,9863,24,0,24,0,1,1,24,1,25,2.53
MS0251900,BUREAU OF CAPITOL POLICE JACKSON,BUREAU OF CAPITOL POLICE JACKSON,Other State Agency,MS,2022,0,91,2,93,12,10,22,103,12,115,
UT0184300,,,Other State Agency,UT,2022,0,2,0,2,0,0,0,2,0,2,
OR0200300,FLORENCE,FLORENCE,City,OR,2022,9514,14,1,15,2,5,7,16,6,22,2.31
CO0348000,SOUTHWEST DRUG TASK FORC,SOUTHWEST DRUG TASK FORC,Other,CO,2022,0,5,0,5,2,1,3,7,1,8,
LA0270300,LAKE ARTHUR PD,LAKE ARTHUR PD,City,LA,2022,2648,6,0,6,3,1,4,9,1,10,3.78
CA0100400,FOWLER PD,FOWLER PD,City,CA,2022,7123,11,0,11,0,1,1,11,1,12,1.68
NJ0027000,WYCKOFF TWP PD WYCKOFF,WYCKOFF TWP PD WYCKOFF,City,NJ,2022,17544,25,0,25,1,1,2,26,1,27,1.54
OK0440000,MCCLAIN,MCCLAIN,County,OK,2022,16518,29,7,36,1,6,7,30,13,43,2.60
TX1830000,PANOLA CO SO CARTHAGE,PANOLA CO SO CARTHAGE,County,TX,2022,16226,25,11,36,9,17,26,34,28,62,3.82
NJ0131000,DEAL PD,DEAL PD,City,NJ,2022,892,18,3,21,0,1,1,18,4,22,24.66
GA0810000,JEFFERSON CO SO LOUISVILLE,JEFFERSON CO SO LOUISVILLE,County,GA,2022,8772,27,9,36,0,16,16,27,25,52,5.93
UT0180200,MURRAY PD,MURRAY PD,City,UT,2022,48884,73,3,76,5,11,16,78,14,92,1.88
TN0180300,TENNESSEE WILDLIFE RESOURCE AGENCY CROSSVILLE,TENNESSEE WILDLIFE RESOURCE AGENCY CROSSVILLE,Other State Agency,TN,2022,0,43,2,45,1,1,2,44,3,47,
TN0300700,,,City,TN,2022,2488,3,0,3,0,0,0,3,0,3,1.21
NJ0131100,EATONTOWN PD,EATONTOWN PD,City,NJ,2022,13607,35,6,41,3,6,9,38,12,50,3.67
CT0010400,NORWICH PD,NORWICH PD,City,CT,2022,40096,69,4,73,11,11,22,80,15,95,2.37
CA0330800,HEMET PD,HEMET PD,City,CA,2022,91046,60,9,69,5,23,28,65,32,97,1.07
NY230UN00,SUNY COLLEGE: OPTOMETRY,SUNY COLLEGE: OPTOMETRY,University or College,NY,2022,0,6,7,13,1,3,4,7,10,17,
SD0290100,MILLER PD,MILLER PD,City,SD,2022,1302,4,0,4,0,0,0,4,0,4,3.07
VA0680100,ORANGE PD,ORANGE PD,City,VA,2022,5254,11,0,11,3,2,5,14,2,16,3.05
MI7717700,SCHOOLCRAFT CO SO MANISTIQUE,SCHOOLCRAFT CO SO MANISTIQUE,County,MI,2022,5210,2,5,7,2,2,4,4,7,11,2.11
NBNSP0000,NEBRASKA STATE PATROL,NEBRASKA STATE PATROL,State Police,NB,2022,0,382,87,469,27,187,214,409,274,683,
OK0450100,BROKEN BOW,BROKEN BOW,City,OK,2022,4270,13,0,13,4,4,8,17,4,21,4.92
ND0310300,STANLEY PD,STANLEY PD,City,ND,2022,2327,5,0,5,0,0,0,5,0,5,2.15
TX0590100,HEREFORD PD,HEREFORD PD,City,TX,2022,14626,22,2,24,4,4,8,26,6,32,2.19
WI0590000,SHAWANO CO SO SHAWANO,SHAWANO CO SO SHAWANO,County,WI,2022,31347,34,18,52,4,36,40,38,54,92,2.93
MI1337900,EMMETT TWP PD BATTLE CREEK,EMMETT TWP PD BATTLE CREEK,City,MI,2022,11607,15,0,15,0,2,2,15,2,17,1.46
ME0010500,LISBON POLICE DEPARTMENT,LISBON POLICE DEPARTMENT,City,ME,2022,9660,14,3,17,2,3,5,16,6,22,2.28
WY0050200,GLENROCK PD,GLENROCK PD,City,WY,2022,2396,6,2,8,1,4,5,7,6,13,5.43
PA0044400,MARION TWP PD FOMBELL,MARION TWP PD FOMBELL,City,PA,2022,786,2,0,2,0,0,0,2,0,2,2.54
MO0160300,DELTA,DELTA,City,MO,2022,379,1,0,1,0,0,0,1,0,1,2.64
KY1000200,BURNSIDE PD,BURNSIDE PD,City,KY,2022,699,6,0,6,0,0,0,6,0,6,8.58
OR0260200,PORTLAND,PORTLAND,City,OR,2022,630129,651,116,767,140,134,274,791,250,1041,1.65
TN0270000,GIBSON CO SO TRENTON,GIBSON CO SO TRENTON,County,TN,2022,19871,41,20,61,3,21,24,44,41,85,4.28
TX1710000,MOORE CO SO DUMAS,MOORE CO SO DUMAS,County,TX,2022,2191,18,9,27,0,22,22,18,31,49,22.36
TX2050400,SINTON PD,SINTON PD,City,TX,2022,5602,6,0,6,4,2,6,10,2,12,2.14
OH0180700,BRATENAHL,BRATENAHL,City,OH,2022,1399,14,0,14,1,0,1,15,0,15,10.72
KS0800500,LITTLE RIVER PD,LITTLE RIVER PD,City,KS,2022,475,1,0,1,0,0,0,1,0,1,2.11
WA0312100,MILL CREEK PD,MILL CREEK PD,City,WA,2022,20925,19,1,20,4,4,8,23,5,28,1.34
WI0500100,STEVENS POINT PD,STEVENS POINT PD,City,WI,2022,25777,39,1,40,6,4,10,45,5,50,1.94
NJ0110000,MERCER CO SHERIFFS OFF TRENTON,MERCER CO SHERIFFS OFF TRENTON,County,NJ,2022,0,133,18,151,18,29,47,151,47,198,
SC0170100,DILLON PD,DILLON PD,City,SC,2022,6213,23,0,23,2,1,3,25,1,26,4.18
LA0080300,,,City,LA,2022,888,1,0,1,1,4,5,2,4,6,6.76
MTDI05500,FORT PECK ASSINIBOINE AND SIOUX TRIBES,FORT PECK ASSINIBOINE AND SIOUX TRIBES,Tribal,MT,2022,0,18,0,18,3,2,5,21,2,23,
CT0004400,EAST HAVEN PD,EAST HAVEN PD,City,CT,2022,27725,56,9,65,5,6,11,61,15,76,2.74
NY0435300,RAMAPO TOWN PD SUFFERN,RAMAPO TOWN PD SUFFERN,City,NY,2022,107404,92,9,101,13,10,23,105,19,124,1.15
TN0310000,GRUNDY CO SO ALTAMONT,GRUNDY CO SO ALTAMONT,County,TN,2022,11517,12,8,20,2,6,8,14,14,28,2.43
TN0060500,CLEVELAND STATE COMMUNITY COLLEGE SECURITY,CLEVELAND STATE COMMUNITY COLLEGE SECURITY,University or College,TN,2022,0,3,0,3,2,0,2,5,0,5,
AL0290100,WETUMPKA PD,WETUMPKA PD,City,AL,2022,7317,29,1,30,2,2,4,31,3,34,4.65
NH0031800,KEENE PD,KEENE PD,City,NH,2022,23271,35,2,37,4,8,12,39,10,49,2.11
TN0040000,BLEDSOE CO SO PIKEVILLE,BLEDSOE CO SO PIKEVILLE,County,TN,2022,13698,11,15,26,1,7,8,12,22,34,2.48
IN0060000,BOONE CO SO LEBANON,BOONE CO SO LEBANON,County,IN,2022,13527,41,38,79,1,24,25,42,62,104,7.69
PA0041900,CHIPPEWA TWP PD BEAVER FALLS,CHIPPEWA TWP PD BEAVER FALLS,City,PA,2022,8214,8,0,8,0,1,1,8,1,9,1.10
WI0360100,MANITOWOC PD,MANITOWOC PD,City,WI,2022,34688,55,3,58,10,8,18,65,11,76,2.19
VA0830200,HONAKER PD,HONAKER PD,City,VA,2022,1192,3,0,3,0,0,0,3,0,3,2.52
CA0210700,ROSS PD,ROSS PD,City,CA,2022,2320,5,0,5,0,0,0,5,0,5,2.16
NJ0133900,HAZLET TWP PD HAZLET,HAZLET TWP PD HAZLET,City,NJ,2022,20547,40,0,40,3,3,6,43,3,46,2.24
MS0251000,JACKSON STATE UNIVERSITY CAMPUS PD JACKSON,JACKSON STATE UNIVERSITY CAMPUS PD JACKSON,University or College,MS,2022,0,16,6,22,3,12,15,19,18,37,
NB0700100,PIERCE PD,PIERCE PD,City,NB,2022,1823,3,0,3,0,0,0,3,0,3,1.65
WYDI05000,BU IND AFF LAW ENF WIND RIVER AGCY FT WASHAKIE,BU IND AFF LAW ENF WIND RIVER AGCY FT WASHAKIE,Tribal,WY,2022,0,13,0,13,4,5,9,17,5,22,
TX0611400,AUBREY,AUBREY,City,TX,2022,7873,22,0,22,1,1,2,23,1,24,3.05
NH0081000,CHESTER PD,CHESTER PD,City,NH,2022,5279,8,0,8,0,1,1,8,1,9,1.70
MA0080800,HADLEY PD,HADLEY PD,City,MA,2022,5244,15,1,16,2,5,7,17,6,23,4.39
UT0181900,BLUFFDALE POLICE DEPARTMENT,BLUFFDALE POLICE DEPARTMENT,City,UT,2022,20386,13,0,13,2,0,2,15,0,15,0.74
IL0166600,MATTESON PD,MATTESON PD,City,IL,2022,18324,32,1,33,4,4,8,36,5,41,2.24
OH0020000,ALLEN,ALLEN,County,OH,2022,22928,51,41,92,2,0,2,53,41,94,4.10
IL0160000,COOK CO SHERIFF'S POLICE COMM CTR,COOK CO SHERIFF'S POLICE COMM CTR,County,IL,2022,111532,1144,2240,3384,420,1198,1618,1564,3438,5002,44.85
PA0405600,BUTLER TWP PD DRUMS,BUTLER TWP PD DRUMS,City,PA,2022,9819,10,0,10,0,1,1,10,1,11,1.12
TX2100100,CENTER PD,CENTER PD,City,TX,2022,5111,14,0,14,1,7,8,15,7,22,4.30
NB0640000,NEMAHA CO SO AUBURN,NEMAHA CO SO AUBURN,County,NB,2022,7047,11,0,11,1,0,1,12,0,12,1.70
MI3424400,BELDING PD,BELDING PD,City,MI,2022,6153,7,0,7,1,1,2,8,1,9,1.46
NB0160100,VALENTINE PD,VALENTINE PD,City,NB,2022,2605,2,0,2,2,1,3,4,1,5,1.92
NJ0024300,OLD TAPPAN PD,OLD TAPPAN PD,City,NJ,2022,5799,13,0,13,1,1,2,14,1,15,2.59
CO0350300,FORT COLLINS,FORT COLLINS,City,CO,2022,168045,184,41,225,28,69,97,212,110,322,1.92
CO0100000,CLEAR CREEK,CLEAR CREEK,County,CO,2022,6080,23,20,43,1,19,20,24,39,63,10.36
AZ0110000,PINAL CO SO FLORENCE,PINAL CO SO FLORENCE,County,AZ,2022,226025,213,138,351,12,116,128,225,254,479,2.12
WI0280300,WATERTOWN PD,WATERTOWN PD,City,WI,2022,22885,34,0,34,5,15,20,39,15,54,2.36
TN0710500,TN TECH UNIV POLICE DEPARTMENT COOKEVILLE,TN TECH UNIV POLICE DEPARTMENT COOKEVILLE,University or College,TN,2022,0,8,2,10,0,5,5,8,7,15,
ME0130100,FAIRFIELD PD,FAIRFIELD PD,City,ME,2022,6507,11,0,11,1,0,1,12,0,12,1.84
KS0930200,ST JOHN PD,ST JOHN PD,City,KS,2022,1180,2,0,2,1,0,1,3,0,3,2.54
CA0190600,BALDWIN PARK PD,BALDWIN PARK PD,City,CA,2022,69205,54,0,54,5,22,27,59,22,81,1.17
ID0220000,FREMONT CO SO ST ANTHONY,FREMONT CO SO ST ANTHONY,County,ID,2022,8899,19,10,29,1,10,11,20,20,40,4.49
SC0440300,JONESVILLE PD,JONESVILLE PD,City,SC,2022,832,3,0,3,0,0,0,3,0,3,3.61
PA0020G00,RESERVE TOWNSHIP PD PITTSBURGH,RESERVE TOWNSHIP PD PITTSBURGH,City,PA,2022,3166,6,0,6,0,0,0,6,0,6,1.90
NC0250100,HAVELOCK PD,HAVELOCK PD,City,NC,2022,17108,21,2,23,6,8,14,27,10,37,2.16
WA0250200,SOUTH BEND PD,SOUTH BEND PD,City,WA,2022,1784,4,0,4,0,1,1,4,1,5,2.80
TN0270900,MEDINA PD,MEDINA PD,City,TN,2022,5338,10,0,10,0,0,0,10,0,10,1.87
TN0660200,SOUTH FULTON PD SOUTH FULTON,SOUTH FULTON PD SOUTH FULTON,City,TN,2022,2178,5,5,10,0,0,0,5,5,10,4.59
NJ0143300,RIVERDALE PD,RIVERDALE PD,City,NJ,2022,4105,17,3,20,0,2,2,17,5,22,5.36
CA0193400,IRWINDALE PD,IRWINDALE PD,City,CA,2022,1410,27,0,27,1,7,8,28,7,35,24.82
WI0540800,BELOIT TWP PD,BELOIT TWP PD,City,WI,2022,7895,12,0,12,2,2,4,14,2,16,2.03
NY0160000,FRANKLIN CO SHERIFF'S DEPARTMENT MALONE,FRANKLIN CO SHERIFF'S DEPARTMENT MALONE,County,NY,2022,35785,2,0,2,0,2,2,2,2,4,0.11
SC0380000,ORANGEBURG CO SO ORANGEBURG,ORANGEBURG CO SO ORANGEBURG,County,SC,2022,64199,75,2,77,10,21,31,85,23,108,1.68
PA0150600,MALVERN PD,MALVERN PD,City,PA,2022,3414,13,0,13,1,1,2,14,1,15,4.39
NH0063200,LYNDEBOROUGH PD,LYNDEBOROUGH PD,City,NH,2022,1705,1,0,1,0,0,0,1,0,1,0.59
NH0081600,DERRY PD,DERRY PD,City,NH,2022,34290,48,4,52,7,8,15,55,12,67,1.95
AL0140400,THORSBY PD,THORSBY PD,City,AL,2022,2117,5,0,5,1,0,1,6,0,6,2.83
PA0542000,MAHANOY TWP PD MAHANOY CITY,MAHANOY TWP PD MAHANOY CITY,City,PA,2022,3047,2,0,2,0,0,0,2,0,2,0.66
NY0162000,TUPPER LAKE VILLAGE PD TUPPER LAKE,TUPPER LAKE VILLAGE PD TUPPER LAKE,City,NY,2022,3254,5,0,5,2,0,2,7,0,7,2.15
CT0005900,GROTON CITY PD,GROTON CITY PD,City,CT,2022,9323,24,1,25,4,5,9,28,6,34,3.65
OK0630000,POTTAWATOMIE,POTTAWATOMIE,County,OK,2022,29993,26,0,26,3,4,7,29,4,33,1.10
AL0470300,GURLEY PD,GURLEY PD,City,AL,2022,826,4,0,4,1,0,1,5,0,5,6.05
AR0370000,LAFAYETTE CO SO LEWISVILLE,LAFAYETTE CO SO LEWISVILLE,County,AR,2022,3989,7,2,9,8,6,14,15,8,23,5.77
VTVSP0900,STATE POLICE SHAFTSBURY,STATE POLICE SHAFTSBURY,State Police,VT,2022,16281,14,0,14,0,1,1,14,1,15,0.92
CA0480000,SOLANO CO SO FAIRFIELD,SOLANO CO SO FAIRFIELD,County,CA,2022,18787,141,187,328,22,156,178,163,343,506,26.93
GA1050100,CHATSWORTH PD,CHATSWORTH PD,City,GA,2022,4775,19,0,19,1,2,3,20,2,22,4.61
MO0460200,WEST PLAINS,WEST PLAINS,City,MO,2022,12252,24,5,29,1,3,4,25,8,33,2.69
CT0010700,ORANGE PD,ORANGE PD,City,CT,2022,14239,40,3,43,5,6,11,45,9,54,3.79
MN0270900,HOPKINS PD,HOPKINS PD,City,MN,2022,18125,23,5,28,5,4,9,28,9,37,2.04
TX0611100,UNIVERSITY OF NORTH TEXAS POLICE DEPT DENTON,UNIVERSITY OF NORTH TEXAS POLICE DEPT DENTON,University or College,TX,2022,0,38,7,45,7,15,22,45,22,67,
UT0182500,WEST VALLEY PD WEST VALLEY CITY,WEST VALLEY PD WEST VALLEY CITY,City,UT,2022,138020,213,11,224,16,42,58,229,53,282,2.04
TN0580700,TWELFTH JUDICIAL DIST DRUG TASK FORCE JASPER,TWELFTH JUDICIAL DIST DRUG TASK FORCE JASPER,Other,TN,2022,0,3,0,3,0,1,1,3,1,4,
CA0197500,WEST COVINA PD,WEST COVINA PD,City,CA,2022,104739,88,11,99,9,35,44,97,46,143,1.37
NJ0141500,KINNELON PD,KINNELON PD,City,NJ,2022,9983,17,0,17,0,1,1,17,1,18,1.80
TX1270200,HAMLIN PD,HAMLIN PD,City,TX,2022,1899,5,0,5,0,4,4,5,4,9,4.74
WI0220000,GRANT CO SO LANCASTER,GRANT CO SO LANCASTER,County,WI,2022,26146,29,11,40,1,15,16,30,26,56,2.14
AL0080400,SNEAD PD,SNEAD PD,City,AL,2022,1023,3,0,3,1,0,1,4,0,4,3.91
VT0120500,BARRE TOWN PD,BARRE TOWN PD,City,VT,2022,7970,7,0,7,0,1,1,7,1,8,1.00
NY0240000,LEWIS CO SHERIFF'S DEPARTMENT LOWVILLE,LEWIS CO SHERIFF'S DEPARTMENT LOWVILLE,County,NY,2022,23476,20,0,20,2,0,2,22,0,22,0.94
TX0860100,FREDERICKSBURG PD,FREDERICKSBURG PD,City,TX,2022,11348,32,1,33,2,6,8,34,7,41,3.61
NM0270000,SIERRA CO SO TRUTH OR CONSEQUENCES,SIERRA CO SO TRUTH OR CONSEQUENCES,County,NM,2022,5412,12,1,13,1,2,3,13,3,16,2.96
TN0830300,WHITE HOUSE PD,WHITE HOUSE PD,City,TN,2022,14290,18,4,22,1,4,5,19,8,27,1.89
TX1730000,MOTLEY CO SO MATADOR,MOTLEY CO SO MATADOR,County,TX,2022,1088,2,0,2,0,0,0,2,0,2,1.84
AR0460000,MILLER CO SO TEXARKANA,MILLER CO SO TEXARKANA,County,AR,2022,13468,26,1,27,0,4,4,26,5,31,2.30
AR0640100,WALDRON PD,WALDRON PD,City,AR,2022,3313,8,0,8,1,1,2,9,1,10,3.02
WVWSP3200,STATE POLICE PADEN CITY,STATE POLICE PADEN CITY,State Police,WV,2022,0,6,0,6,0,1,1,6,1,7,
TX0570700,COPPELL PD,COPPELL PD,City,TX,2022,42021,45,3,48,2,4,6,47,7,54,1.29
NJ0030400,BORDENTOWN TWP PD BORDENTOWN,BORDENTOWN TWP PD BORDENTOWN,City,NJ,2022,12095,30,0,30,1,2,3,31,2,33,2.73
MN0720200,,,City,MN,2022,2321,4,0,4,0,0,0,4,0,4,1.72
PA0430900,HEMPFIELD TWP PD GREENVILLE,HEMPFIELD TWP PD GREENVILLE,City,PA,2022,3686,7,0,7,0,1,1,7,1,8,2.17
NY0262100,CAZENOVIA VILLAGE PD CAZENOVIA,CAZENOVIA VILLAGE PD CAZENOVIA,City,NY,2022,2697,4,0,4,1,1,2,5,1,6,2.22
WI0020100,ASHLAND PD,ASHLAND PD,City,WI,2022,7975,19,0,19,0,2,2,19,2,21,2.63
WY0120300,DIAMONDVILLE PD,DIAMONDVILLE PD,City,WY,2022,530,2,0,2,0,0,0,2,0,2,3.77
GA0240100,FOLKSTON PD,FOLKSTON PD,City,GA,2022,4457,6,0,6,1,0,1,7,0,7,1.57
TX0340000,CASS CO SO LINDEN,CASS CO SO LINDEN,County,TX,2022,18388,15,13,28,4,17,21,19,30,49,2.66
ID0270100,JEROME PD,JEROME PD,City,ID,2022,12806,15,0,15,3,3,6,18,3,21,1.64
MN0190100,DEPT OF PUBLIC SAFETY BURNSVILLE,DEPT OF PUBLIC SAFETY BURNSVILLE,City,MN,2022,63361,62,1,63,13,10,23,75,11,86,1.36
SC0230700,GREENVILLE TECHNICAL COLLEGE,GREENVILLE TECHNICAL COLLEGE,University or College,SC,2022,0,10,1,11,1,1,2,11,2,13,
IL0010000,ADAMS CO SO QUINCY,ADAMS CO SO QUINCY,County,IL,2022,24548,26,1,27,2,3,5,28,4,32,1.30
MO0390400,WALNUT GROVE,WALNUT GROVE,City,MO,2022,640,2,0,2,0,0,0,2,0,2,3.13
NM0040200,CIMARRON POLICE DEPARTMENT,CIMARRON POLICE DEPARTMENT,City,NM,2022,814,2,0,2,0,0,0,2,0,2,2.46
OK0620000,PONTOTOC,PONTOTOC,County,OK,2022,20746,16,0,16,1,2,3,17,2,19,0.92
WI0670700,JACKSON PD,JACKSON PD,City,WI,2022,7205,12,0,12,1,1,2,13,1,14,1.94
AL0470200,MADISON PD,MADISON PD,City,AL,2022,59341,79,6,85,8,21,29,87,27,114,1.92
MI7835800,DURAND PD,DURAND PD,City,MI,2022,4033,5,0,5,1,0,1,6,0,6,1.49
MT0230000,JUDITH BASIN CO SO STANFORD,JUDITH BASIN CO SO STANFORD,County,MT,2022,2071,5,0,5,0,1,1,5,1,6,2.90
CO0210700,MONUMENT,MONUMENT,City,CO,2022,11300,22,2,24,2,4,6,24,6,30,2.65
MI5557500,MENOMINEE PD,MENOMINEE PD,City,MI,2022,8314,16,0,16,0,1,1,16,1,17,2.04
VT0040400,WINOOSKI PD,WINOOSKI PD,City,VT,2022,8647,14,1,15,1,3,4,15,4,19,2.20
OH0390200,NORWALK,NORWALK,City,OH,2022,16986,19,1,20,2,7,9,21,8,29,1.71
PA0112100,CARROLLTOWN POLICE DEPARTMENT,CARROLLTOWN POLICE DEPARTMENT,City,PA,2022,2200,2,0,2,0,0,0,2,0,2,0.91
MO0100500,ASHLAND,ASHLAND,City,MO,2022,4948,7,0,7,0,1,1,7,1,8,1.62
CT0007600,MADISON PD,MADISON PD,City,CT,2022,17581,30,4,34,2,10,12,32,14,46,2.62
OH0501800,GOSHEN TOWNSHIP,GOSHEN TOWNSHIP,City,OH,2022,3046,9,0,9,0,1,1,9,1,10,3.28
OH0010300,WEST UNION,WEST UNION,City,OH,2022,3023,2,0,2,0,0,0,2,0,2,0.66
KS0871300,GARDEN PLAIN PD,GARDEN PLAIN PD,City,KS,2022,939,2,0,2,0,0,0,2,0,2,2.13
MO0281000,SULLIVAN,SULLIVAN,City,MO,2022,6811,19,2,21,0,5,5,19,7,26,3.82
MA0090300,ASHBY PD,ASHBY PD,City,MA,2022,3166,5,0,5,0,1,1,5,1,6,1.90
ND0190000,GRANT CO SO CARSON,GRANT CO SO CARSON,County,ND,2022,2391,4,0,4,2,0,2,6,0,6,2.51
PA0380200,LEBANON PD,LEBANON PD,City,PA,2022,26434,33,0,33,1,3,4,34,3,37,1.40
MA0072100,WEST SPRINGFIELD PD,WEST SPRINGFIELD PD,City,MA,2022,28655,66,2,68,8,10,18,74,12,86,3.00
MN0621000,WHITE BEAR LAKE PD,WHITE BEAR LAKE PD,City,MN,2022,27700,26,1,27,4,3,7,30,4,34,1.23
TX0070000,ATASCOSA CO SO JOURDANTON,ATASCOSA CO SO JOURDANTON,County,TX,2022,29266,40,26,66,4,31,35,44,57,101,3.45
MN0230400,,,City,MN,2022,1315,3,0,3,0,0,0,3,0,3,2.28
CT0001800,BROOKFIELD PD,BROOKFIELD PD,City,CT,2022,17492,31,5,36,2,5,7,33,10,43,2.46
PA0670600,FAIRVIEW TWP PD NEW CUMBERLAND,FAIRVIEW TWP PD NEW CUMBERLAND,City,PA,2022,17772,17,0,17,1,2,3,18,2,20,1.13
PA0410500,WILLIAMSPORT PD,WILLIAMSPORT PD,City,PA,2022,27498,42,0,42,6,3,9,48,3,51,1.85
TN0060200,CHARLESTON PD,CHARLESTON PD,City,TN,2022,678,3,0,3,1,0,1,4,0,4,5.90
PA0461900,NORRISTOWN PD,NORRISTOWN PD,City,PA,2022,35888,55,3,58,8,9,17,63,12,75,2.09
